000,10,2004,2005,added,already,also,back,bbc,best,blair,british,brown,company,could,country,election,end,england,european,even,expected,film,firm,first,five,game,games,get,go,going,good,government,group,growth,home,however,labour,last,like,london,made,make,many,market,may,million,minister,mobile,months,mr,much,music,new,news,next,number,one,part,party,people,plans,play,players,public,put,said,sales,say,says,second,see,service,set,show,since,still,take,technology,think,three,time,told,top,tv,two,uk,us,use,used,want,way,week,well,win,work,world,would,year,years,label,article_ID
0.0,0.0,0.1057607365927191,0.0,0.0,0.0,0.12394206433905196,0.18772291003630695,0.0,0.22172753141235166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10433757628843009,0.0,0.0,0.0,0.0,0.0,0.0,0.15819760539655206,0.21692228288726761,0.0,0.0,0.09208649130453053,0.10323530461690242,0.0,0.0,0.0,0.0,0.0,0.10846114144363381,0.0,0.0,0.07513734853004893,0.0,0.0,0.0,0.1786569090616701,0.0,0.0,0.0,0.0,0.0,0.0,0.10940450028913512,0.0,0.0,0.5002194868278478,0.14059219525337252,0.0,0.187936848516759,0.2951614187180926,0.20863378234596172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10877306521608776,0.0,0.0,0.0,0.0,0.0,0.1056160601239147,0.0,0.0,0.0,0.0,0.09874872111555007,0.09516487210669132,0.0,0.0,0.09157945862490627,0.08221968897025929,0.0,0.33013898946232767,0.0,0.1543441696053647,0.09333096705795796,0.078159232809933,0.0,0.0,0.10708756546056827,0.0,0.0,0.0,0.0,0.10754006876309853,0.08657505696990087,0.06495856462852319,0.14236321445834982,0.1735053789151555,entertainment,1003
0.0,0.0,0.0,0.0,0.0,0.0,0.11257694994224555,0.0,0.0,0.0,0.0,0.0,0.0,0.19618960836782517,0.5455000413365256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19816901714986432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1970311621981199,0.18979459575927207,0.0,0.0,0.0,0.0,0.15873658624619133,0.16227460802373297,0.17388750939299172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17873066978030647,0.2526702562919121,0.19108011103595435,0.0,0.0,0.21311916287665986,0.0,0.0,0.0,0.0,0.08241664405194736,0.0,0.0,0.0,0.0,0.19186277035279029,0.0,0.0,0.0,0.0,0.0,0.3457541586239207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19874487355340373,0.20230193630303883,0.0,0.0,0.1846365847628423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tech,1004
0.0,0.0,0.0,0.08429454316755496,0.0,0.02599477259800927,0.029832489476604444,0.022592175497641573,0.09798183058123022,0.24016123398162018,0.0,0.028427507530230177,0.0,0.0,0.018069445222809725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8396242926935734,0.0,0.0,0.05221255395402044,0.027090915212870752,0.0,0.08865978785910053,0.04969686691957761,0.07396277219561954,0.024654257398539846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02301285506621545,0.0,0.02103231408015156,0.0,0.02303978432858894,0.0,0.0,0.13524740483384073,0.0,0.0,0.0,0.07622589091448394,0.0,0.0,0.0,0.10502816290093654,0.0,0.0,0.033478357540093526,0.0,0.0,0.019127302057260594,0.0,0.0,0.0,0.0,0.0,0.08736046473592107,0.0,0.0,0.025921165620698166,0.02559689699688552,0.0,0.0,0.0,0.0,0.0,0.02376852603849674,0.0,0.0,0.1320513301544434,0.0,0.0,0.04318620926325394,0.026487827145887204,0.0,0.018575093290892148,0.06739346582887029,0.0,0.0,0.0,0.0,0.023066791085349453,0.0,0.0,0.33841331832118915,0.0,0.0,0.09381200995948673,0.0342664060005182,0.0,entertainment,1005
0.0,0.0,0.0,0.0,0.0,0.20297545103789016,0.0,0.0,0.0,0.2083616987284793,0.0,0.0,0.0,0.40595090207578033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21218586168677162,0.0,0.0,0.19635924654361106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18650821969639486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2050233239790986,0.0,0.0,0.13070483105954597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511603717606994,0.24983749487961898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43512070643139117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24417133563430493,0.0,0.0,business,1007
0.15596465736147902,0.08781432769751557,0.0,0.0,0.07435905163281435,0.08643280899458525,0.0,0.0,0.24434272743597238,0.0,0.0,0.0,0.0,0.0,0.24032415004866617,0.0,0.10328713572495794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06330431085725344,0.0,0.0,0.0,0.0,0.08262122297654041,0.08197558615283004,0.0,0.320059915553802,0.09035486784606604,0.0,0.0,0.0,0.0,0.060133882006783906,0.15303582278774,0.0,0.06993259813102125,0.14298260052275757,0.07660745138820223,0.0,0.23826175894437668,0.0,0.09404766638536191,0.0,0.0,0.06336291118736537,0.0,0.0,0.1687780041318592,0.0,0.07520475831612532,0.0,0.0,0.08418178147779673,0.0,0.12719683844616897,0.4694562584443483,0.0,0.0,0.0,0.0,0.2904741841356336,0.0,0.0,0.08618806525671978,0.0,0.16905317586427604,0.19941120811331065,0.0,0.0,0.0,0.0,0.07616229880890543,0.0,0.0,0.0,0.06580201686508494,0.21539169244763123,0.0,0.0,0.061762321036470044,0.0,0.0,0.0,0.17825128216712324,0.08570426228474431,0.0,0.0,0.07642862759443529,0.0,0.0,0.0,0.155962809592868,0.05696802527521466,0.0,politics,1008
0.0,0.0,0.0,0.0,0.10859341835848037,0.0,0.0,0.10970345866461181,0.11894544753086178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725317857051719,0.0,0.0,0.0,0.0,0.0,0.09244915530610874,0.12676729062826728,0.26309702645076544,0.0,0.0,0.0,0.1197165499935922,0.1197165499935922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08128238055122541,0.0,0.0,0.0,0.0,0.2591508630715009,0.14141593971670285,0.0,0.25426372223717014,0.05302579831830967,0.0,0.0,0.1258684238490299,0.0,0.0,0.0,0.0,0.0,0.11499299150173299,0.0,0.0,0.0,0.0,0.0,0.09609678699974968,0.1048521538637841,0.0,0.0,0.09019724458325931,0.0,0.09135100413864157,0.25573974051159476,0.0,0.0,0.0,0.11879278049279698,0.0,0.0,0.0,0.0,0.0,0.08319568991164832,0.0,sport,1009
0.0,0.11880959298950312,0.11451805674224308,0.0,0.0,0.0,0.13420485535562568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16257491915888186,0.0,0.0,0.0,0.0,0.0,0.11694044840790449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19942308225437022,0.11178351109115728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1035259523984235,0.12578351367575774,0.0,0.0,0.0,0.1213148317146948,0.21490633208628726,0.0,0.0,0.0,0.0,0.5143662921202709,0.11178351109115728,0.13540980665803817,0.0,0.0,0.0,0.10653390280064319,0.075303104267173,0.0,0.0,0.08604634916409246,0.12703145023047535,0.12004363264497735,0.262026264026948,0.0,0.0,0.29475075846952875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37311819320805134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11915851050869848,0.0,0.0,0.0,0.0,0.0,0.0,0.11595475119493714,0.0,0.0,0.3102154639907834,0.0,0.0,0.0,0.0,0.07707566719269515,0.0,tech,1011
0.0,0.0,0.0,0.0,0.0,0.07127980341227647,0.04090156929001216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09909580846646159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1823343200640691,0.06813644725833916,0.06760400053579095,0.1352080010715819,0.0,0.0,0.0,0.14317111517184306,0.06895636107835797,0.0,0.0,0.0,0.0,0.05767233420819643,0.11791554359035931,0.0,0.0,0.32748465804002586,0.0,0.0,0.0,0.0722081848979706,0.0,0.0,0.0,0.13918861477230227,0.0,0.06202020333247529,0.0,0.04590020426273165,0.06942341576574791,0.0,0.05244863463637983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06904909633866005,0.0,0.0,0.1394155446525115,0.0,0.0,0.0,0.0,0.0,0.12561974439280196,0.08552943444931074,0.0,0.0,0.05426590759729203,0.0,0.0,0.0,0.050934432803650856,0.0,0.0,0.1444163697959412,0.07350054046985063,0.07067898218642256,0.06325103740440784,0.06708234739902708,0.0,0.0,0.7807540332921021,0.05714049883426746,0.17149349553288856,0.0,0.0,business,1012
0.1460181034968791,0.0,0.0,0.0,0.06961684705327204,0.0,0.0,0.0,0.0,0.0,0.10163436411568635,0.0,0.0,0.0,0.0,0.08579057285441784,0.19340011935175883,0.2345340387938017,0.0,0.08909599113701744,0.0,0.08115155438964813,0.0,0.0,0.0592671158384891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47769530787437225,0.0,0.0,0.26111953136506544,0.0,0.1338639696620236,0.07172185644282666,0.0,0.0,0.0,0.0,0.0,0.0,0.5338978107045727,0.0,0.0,0.15801428664831196,0.0,0.1408172385851562,0.0,0.0,0.0,0.2962316171371168,0.05954246761707623,0.0,0.0,0.0,0.08620108931545871,0.0,0.23795569409668504,0.0,0.0,0.0,0.0,0.0,0.0,0.07189024081352266,0.0,0.07371947234543601,0.0,0.07130509320623639,0.0,0.0,0.0,0.0,0.06721840484516958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09734424904574628,0.10666984625073953,0.0,politics,1013
0.0,0.0,0.0,0.0,0.0,0.0,0.13157734128640394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15939196511254272,0.24310173650270325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16794314688040485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31906431778799116,0.20299816328748613,0.2466417517199682,0.0,0.0,0.0,0.0,0.21069881359058712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19951443434034663,0.0,0.0,0.4466600488949119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20205474101844198,0.0,0.0,0.388884330645015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2157989796291328,0.0,0.0,0.0,0.18381678372980445,0.2758409833878841,0.0,0.18419393430542624,sport,1014
